




Precinct                      Registered Voters             Ballots Cast                  Voter Turnout                 
TROY PCT 022                  690                           5                             0                             0                             0                             5                             1                             0                             0                             0                             1                             0                             0                             0                             0                             0                             7                             0                             0                             0                             7                             5                             0                             0                             0                             5                             1                             0                             0                             0                             1                             5                             0                             0                             0                             5                             24                            
TROY PCT 023                  1181                          16                            0                             0                             0                             16                            10                            0                             0                             0                             10                            6                             0                             0                             0                             6                             5                             0                             0                             0                             5                             9                             0                             0                             0                             9                             2                             0                             0                             0                             2                             4                             0                             0                             0                             4                             52                            
Totals:                       73233                         987                           174                           13                            0                             1174                          349                           58                            7                             0                             414                           261                           58                            4                             0                             323                           718                           68                            5                             0                             791                           506                           100                           4                             0                             610                           242                           41                            1                             0                             284                           446                           97                            1                             0                             544                           4140                          

                                                                                            COMMITTEEMAN CHANNAHON PCT 001 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CHANNAHON PCT 001             1320                          0                             0                             0                             0                             0                             0                             
Totals:                       1320                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CHANNAHON PCT 002 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CHANNAHON PCT 002             1546                          0                             0                             0                             0                             0                             0                             
Totals:                       1546                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CHANNAHON PCT 003 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CHANNAHON PCT 003             1411                          0                             0                             0                             0                             0                             0                             
Totals:                       1411                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CHANNAHON PCT 004 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CHANNAHON PCT 004             1283                          0                             0                             0                             0                             0                             0                             
Totals:                       1283                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CHANNAHON PCT 005 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CHANNAHON PCT 005             1351                          0                             0                             0                             0                             0                             0                             
Totals:                       1351                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CRETE PCT 001 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 001                 1302                          0                             0                             0                             0                             0                             0                             
Totals:                       1302                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CRETE PCT 002 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 002                 1292                          0                             0                             0                             0                             0                             0                             
Totals:                       1292                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CRETE PCT 003 (DEM) (Vote For 1)
                                                            Sherry Newquist                                                                                                                                       
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 003                 1217                          29                            4                             0                             0                             33                            33                            
Totals:                       1217                          29                            4                             0                             0                             33                            33                            

                                                                                            COMMITTEEMAN CRETE PCT 004 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 004                 1246                          0                             0                             0                             0                             0                             0                             
Totals:                       1246                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CRETE PCT 005 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 005                 1253                          0                             0                             0                             0                             0                             0                             
Totals:                       1253                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CRETE PCT 006 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 006                 1291                          0                             0                             0                             0                             0                             0                             
Totals:                       1291                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CRETE PCT 007 (DEM) (Vote For 1)
                                                            Henry (Hank) Meyer                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 007                 1196                          81                            7                             0                             0                             88                            88                            
Totals:                       1196                          81                            7                             0                             0                             88                            88                            

                                                                                            COMMITTEEMAN CRETE PCT 008 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 008                 1311                          0                             0                             0                             0                             0                             0                             
Totals:                       1311                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CRETE PCT 009 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 009                 1185                          0                             0                             0                             0                             0                             0                             
Totals:                       1185                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CRETE PCT 010 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 010                 987                           0                             0                             0                             0                             0                             0                             
Totals:                       987                           0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CRETE PCT 011 (DEM) (Vote For 1)
                                                            Laurie Summers                                                                                                                                        
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 011                 1127                          23                            6                             0                             0                             29                            29                            
Totals:                       1127                          23                            6                             0                             0                             29                            29                            

                                                                                            COMMITTEEMAN CRETE PCT 012 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CRETE PCT 012                 1033                          0                             0                             0                             0                             0                             0                             
Totals:                       1033                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN CUSTER PCT 001 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
CUSTER PCT 001                984                           0                             0                             0                             0                             0                             0                             
Totals:                       984                           0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 001 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 001               1486                          0                             0                             0                             0                             0                             0                             
Totals:                       1486                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 002 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 002               1398                          0                             0                             0                             0                             0                             0                             
Totals:                       1398                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 003 (DEM) (Vote For 1)
                                                            Melinda S. Buehring                                                                                                                                   
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 003               1462                          26                            2                             0                             0                             28                            28                            
Totals:                       1462                          26                            2                             0                             0                             28                            28                            

                                                                                            COMMITTEEMAN DU PAGE PCT 004 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 004               1142                          0                             0                             0                             0                             0                             0                             
Totals:                       1142                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 005 (DEM) (Vote For 1)
                                                            John G. Seale                                                                                                                                         
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 005               1146                          39                            5                             0                             0                             44                            44                            
Totals:                       1146                          39                            5                             0                             0                             44                            44                            

                                                                                            COMMITTEEMAN DU PAGE PCT 006 (DEM) (Vote For 1)
                                                            Norman L. Brown                                                                                                                                       
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 006               1129                          48                            7                             0                             0                             55                            55                            
Totals:                       1129                          48                            7                             0                             0                             55                            55                            

                                                                                            COMMITTEEMAN DU PAGE PCT 007 (DEM) (Vote For 1)
                                                            James Kadlec                                                                                                                                          
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 007               1284                          17                            1                             0                             0                             18                            18                            
Totals:                       1284                          17                            1                             0                             0                             18                            18                            

                                                                                            COMMITTEEMAN DU PAGE PCT 008 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 008               1296                          0                             0                             0                             0                             0                             0                             
Totals:                       1296                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 009 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 009               1016                          0                             0                             0                             0                             0                             0                             
Totals:                       1016                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 010 (DEM) (Vote For 1)
                                                            Rodrigo Garcia                                                                                                                                        
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 010               1373                          46                            3                             0                             0                             49                            49                            
Totals:                       1373                          46                            3                             0                             0                             49                            49                            

                                                                                            COMMITTEEMAN DU PAGE PCT 011 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 011               1287                          0                             0                             0                             0                             0                             0                             
Totals:                       1287                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 012 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 012               1235                          0                             0                             0                             0                             0                             0                             
Totals:                       1235                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 013 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 013               1458                          0                             0                             0                             0                             0                             0                             
Totals:                       1458                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 014 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 014               1316                          0                             0                             0                             0                             0                             0                             
Totals:                       1316                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 015 (DEM) (Vote For 1)
                                                            Daniel V. Droogan                                                                                                                                     
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 015               1180                          49                            1                             0                             0                             50                            50                            
Totals:                       1180                          49                            1                             0                             0                             50                            50                            

                                                                                            COMMITTEEMAN DU PAGE PCT 016 (DEM) (Vote For 1)
                                                            Jacqueline L. Traynere                                                                                                                                
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 016               1316                          44                            5                             0                             0                             49                            49                            
Totals:                       1316                          44                            5                             0                             0                             49                            49                            

                                                                                            COMMITTEEMAN DU PAGE PCT 017 (DEM) (Vote For 1)
                                                            Karen Karlstad Gonzalez                                                                                                                               
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 017               1421                          26                            4                             0                             0                             30                            30                            
Totals:                       1421                          26                            4                             0                             0                             30                            30                            

                                                                                            COMMITTEEMAN DU PAGE PCT 018 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 018               1323                          0                             0                             0                             0                             0                             0                             
Totals:                       1323                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 019 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 019               1392                          0                             0                             0                             0                             0                             0                             
Totals:                       1392                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 020 (DEM) (Vote For 1)
                                                            No Candidate Filed                                                                                                                                    
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
DU PAGE PCT 020               1253                          0                             0                             0                             0                             0                             0                             
Totals:                       1253                          0                             0                             0                             0                             0                             0                             

                                                                                            COMMITTEEMAN DU PAGE PCT 021 (DEM) (Vote For 1)
                                                            Charlotte A. Droogan                                                                                                                                  
Precinct                      Registered Voters             ELECTION DAY                  EARLY VOTING/MAIL             PROVISIONAL                   CITY/AURORA                   Choice Total                  Total                         
