




Precinct                      Registered Voters             Ballots Cast                  Voter Turnout                 
DU PAGE PCT 029               1297                          12                            0                             0                             0                             12                            23                            0                             2                             0                             25                            14                            0                             0                             0                             14                            26                            0                             2                             0                             28                            19                            0                             0                             0                             19                            12                            0                             0                             0                             12                            110                           
DU PAGE PCT 030               1223                          7                             7                             2                             0                             16                            13                            1                             1                             0                             15                            14                            1                             1                             0                             16                            34                            3                             0                             0                             37                            24                            0                             1                             0                             25                            11                            4                             3                             0                             18                            127                           
DU PAGE PCT 031               1137                          10                            0                             0                             0                             10                            12                            1                             0                             0                             13                            8                             1                             0                             0                             9                             27                            0                             4                             0                             31                            27                            0                             4                             0                             31                            12                            0                             0                             0                             12                            106                           
DU PAGE PCT 032               1568                          22                            6                             4                             0                             32                            48                            7                             6                             0                             61                            21                            1                             3                             0                             25                            24                            2                             3                             0                             29                            32                            2                             1                             0                             35                            16                            5                             4                             0                             25                            207                           
DU PAGE PCT 033               1404                          9                             2                             1                             0                             12                            30                            6                             2                             0                             38                            16                            0                             2                             0                             18                            28                            0                             1                             0                             29                            12                            0                             1                             0                             13                            25                            1                             0                             0                             26                            136                           
DU PAGE PCT 034               983                           23                            5                             1                             2                             31                            28                            7                             1                             1                             37                            12                            1                             0                             1                             14                            21                            2                             1                             1                             25                            44                            2                             2                             0                             48                            25                            11                            0                             1                             37                            192                           
DU PAGE PCT 035               941                           1                             0                             1                             0                             2                             1                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             0                             0                             0                             1                             1                             0                             0                             0                             1                             2                             0                             0                             0                             2                             7                             
DU PAGE PCT 036               1601                          24                            2                             2                             0                             28                            33                            2                             5                             0                             40                            16                            1                             0                             0                             17                            13                            0                             2                             0                             15                            27                            0                             3                             0                             30                            25                            0                             0                             0                             25                            155                           
DU PAGE PCT 037               1348                          26                            1                             0                             0                             27                            46                            1                             3                             0                             50                            20                            0                             3                             0                             23                            29                            2                             3                             0                             34                            29                            1                             1                             0                             31                            23                            2                             0                             0                             25                            190                           
FLORENCE PCT 001              616                           20                            1                             4                             0                             25                            49                            2                             5                             0                             56                            16                            0                             2                             0                             18                            24                            0                             2                             0                             26                            19                            2                             3                             0                             24                            34                            1                             1                             0                             36                            185                           
FRANKFORT PCT 001             1287                          28                            1                             6                             0                             35                            68                            0                             3                             0                             71                            21                            3                             3                             0                             27                            36                            0                             6                             0                             42                            24                            1                             2                             0                             27                            41                            3                             4                             0                             48                            250                           
FRANKFORT PCT 002             1388                          44                            4                             14                            0                             62                            62                            8                             18                            2                             90                            33                            1                             2                             0                             36                            38                            8                             7                             0                             53                            17                            4                             5                             2                             28                            40                            4                             10                            0                             54                            323                           
FRANKFORT PCT 003             1367                          60                            5                             3                             1                             69                            61                            5                             6                             0                             72                            23                            0                             4                             0                             27                            36                            1                             1                             0                             38                            39                            0                             2                             0                             41                            55                            1                             6                             1                             63                            310                           
FRANKFORT PCT 004             1251                          23                            0                             8                             1                             32                            34                            0                             5                             1                             40                            10                            1                             2                             0                             13                            17                            0                             7                             0                             24                            14                            0                             0                             0                             14                            29                            1                             3                             0                             33                            156                           
FRANKFORT PCT 005             1235                          34                            1                             5                             0                             40                            46                            2                             5                             0                             53                            30                            0                             0                             0                             30                            23                            0                             3                             0                             26                            23                            0                             3                             0                             26                            41                            3                             5                             0                             49                            224                           
FRANKFORT PCT 006             1209                          52                            0                             8                             0                             60                            71                            0                             9                             2                             82                            30                            0                             2                             1                             33                            40                            0                             4                             0                             44                            33                            0                             7                             0                             40                            50                            0                             6                             0                             56                            315                           
FRANKFORT PCT 007             1251                          34                            1                             9                             1                             45                            43                            2                             7                             1                             53                            19                            0                             5                             0                             24                            28                            0                             4                             0                             32                            20                            0                             6                             0                             26                            43                            1                             9                             0                             53                            233                           
FRANKFORT PCT 008             1382                          28                            2                             4                             0                             34                            20                            2                             1                             0                             23                            13                            1                             1                             0                             15                            22                            2                             3                             0                             27                            14                            0                             1                             3                             18                            29                            1                             0                             3                             33                            150                           
FRANKFORT PCT 009             1324                          42                            0                             4                             0                             46                            47                            1                             1                             0                             49                            46                            1                             3                             0                             50                            28                            2                             2                             0                             32                            26                            1                             1                             0                             28                            50                            3                             1                             0                             54                            259                           
FRANKFORT PCT 010             1268                          46                            7                             12                            1                             66                            48                            8                             14                            0                             70                            31                            4                             6                             0                             41                            38                            4                             11                            1                             54                            25                            0                             3                             0                             28                            30                            3                             9                             0                             42                            301                           
FRANKFORT PCT 011             1182                          37                            1                             8                             0                             46                            44                            2                             16                            0                             62                            19                            1                             6                             0                             26                            29                            1                             8                             0                             38                            14                            1                             6                             0                             21                            38                            2                             6                             0                             46                            239                           
FRANKFORT PCT 012             1208                          48                            1                             8                             0                             57                            74                            1                             11                            0                             86                            39                            1                             3                             0                             43                            42                            1                             2                             0                             45                            18                            0                             10                            0                             28                            50                            0                             12                            0                             62                            321                           
FRANKFORT PCT 013             1134                          32                            0                             13                            0                             45                            30                            1                             11                            0                             42                            22                            1                             1                             0                             24                            26                            0                             4                             0                             30                            12                            0                             6                             0                             18                            26                            0                             6                             0                             32                            191                           
FRANKFORT PCT 014             1296                          18                            1                             4                             0                             23                            22                            0                             2                             0                             24                            8                             0                             0                             0                             8                             18                            1                             0                             0                             19                            12                            0                             0                             0                             12                            19                            0                             0                             0                             19                            105                           
FRANKFORT PCT 015             1255                          20                            0                             3                             0                             23                            16                            1                             3                             0                             20                            7                             0                             1                             0                             8                             9                             0                             1                             0                             10                            9                             0                             0                             0                             9                             21                            1                             0                             0                             22                            92                            
FRANKFORT PCT 016             1338                          13                            1                             0                             0                             14                            22                            0                             3                             0                             25                            10                            0                             0                             0                             10                            18                            1                             4                             0                             23                            12                            0                             5                             0                             17                            15                            0                             4                             0                             19                            108                           
FRANKFORT PCT 017             1683                          39                            0                             7                             0                             46                            61                            7                             13                            0                             81                            32                            0                             8                             0                             40                            39                            1                             4                             0                             44                            36                            1                             7                             0                             44                            54                            5                             13                            0                             72                            327                           
FRANKFORT PCT 018             1250                          17                            1                             4                             0                             22                            39                            3                             3                             0                             45                            17                            1                             1                             0                             19                            21                            2                             5                             0                             28                            11                            0                             3                             0                             14                            23                            1                             3                             0                             27                            155                           
FRANKFORT PCT 019             1302                          19                            1                             2                             0                             22                            17                            3                             1                             0                             21                            8                             2                             0                             0                             10                            15                            3                             2                             0                             20                            9                             1                             6                             0                             16                            17                            0                             4                             0                             21                            110                           
FRANKFORT PCT 020             1382                          19                            2                             1                             0                             22                            22                            0                             0                             0                             22                            5                             0                             0                             0                             5                             15                            3                             3                             0                             21                            21                            1                             2                             0                             24                            24                            0                             0                             0                             24                            118                           
FRANKFORT PCT 021             1167                          13                            1                             1                             0                             15                            26                            1                             9                             0                             36                            15                            1                             2                             0                             18                            19                            0                             4                             0                             23                            19                            0                             7                             0                             26                            27                            0                             9                             0                             36                            154                           
FRANKFORT PCT 022             1278                          14                            3                             3                             0                             20                            27                            3                             9                             0                             39                            11                            2                             1                             0                             14                            12                            1                             4                             0                             17                            7                             2                             1                             0                             10                            19                            3                             5                             0                             27                            127                           
FRANKFORT PCT 023             1212                          13                            0                             8                             0                             21                            22                            2                             3                             0                             27                            9                             0                             2                             0                             11                            22                            0                             6                             0                             28                            13                            1                             3                             0                             17                            22                            3                             6                             0                             31                            135                           
FRANKFORT PCT 024             1211                          18                            1                             3                             0                             22                            16                            0                             1                             0                             17                            10                            0                             0                             0                             10                            21                            1                             1                             0                             23                            9                             0                             2                             0                             11                            17                            0                             3                             0                             20                            103                           
FRANKFORT PCT 025             1199                          30                            1                             4                             0                             35                            42                            1                             3                             0                             46                            21                            1                             1                             0                             23                            26                            3                             1                             0                             30                            20                            1                             2                             0                             23                            29                            1                             1                             0                             31                            188                           
FRANKFORT PCT 026             1286                          29                            0                             3                             0                             32                            43                            1                             6                             0                             50                            20                            0                             2                             0                             22                            29                            1                             3                             0                             33                            20                            0                             4                             0                             24                            44                            1                             6                             0                             51                            212                           
FRANKFORT PCT 027             1056                          14                            0                             1                             0                             15                            18                            3                             2                             0                             23                            9                             0                             1                             0                             10                            12                            2                             0                             0                             14                            12                            1                             0                             0                             13                            19                            0                             3                             0                             22                            97                            
FRANKFORT PCT 028             1351                          18                            0                             3                             0                             21                            17                            1                             3                             0                             21                            13                            0                             0                             0                             13                            17                            0                             0                             0                             17                            9                             4                             1                             0                             14                            19                            1                             1                             0                             21                            107                           
FRANKFORT PCT 029             1500                          15                            0                             5                             0                             20                            37                            1                             9                             0                             47                            17                            3                             3                             0                             23                            14                            0                             3                             0                             17                            14                            0                             1                             0                             15                            20                            2                             4                             0                             26                            148                           
GREEN GARDEN PCT 001          1281                          11                            0                             0                             0                             11                            18                            1                             0                             0                             19                            6                             1                             0                             0                             7                             10                            1                             0                             0                             11                            5                             1                             0                             0                             6                             10                            0                             0                             0                             10                            64                            
GREEN GARDEN PCT 002          1287                          6                             1                             2                             0                             9                             9                             0                             2                             0                             11                            2                             0                             2                             1                             5                             5                             1                             1                             1                             8                             5                             0                             0                             1                             6                             7                             1                             1                             1                             10                            49                            
HOMER PCT 001                 1253                          32                            0                             2                             0                             34                            52                            0                             6                             0                             58                            22                            0                             1                             0                             23                            34                            1                             1                             0                             36                            32                            0                             1                             0                             33                            38                            1                             1                             0                             40                            224                           
HOMER PCT 002                 1457                          87                            0                             5                             0                             92                            147                           5                             20                            0                             172                           57                            0                             4                             0                             61                            85                            2                             11                            0                             98                            67                            1                             16                            0                             84                            102                           1                             12                            0                             115                           622                           
HOMER PCT 003                 1252                          57                            9                             11                            0                             77                            86                            7                             23                            2                             118                           43                            1                             8                             0                             52                            61                            7                             8                             0                             76                            58                            2                             10                            0                             70                            91                            9                             13                            2                             115                           508                           
HOMER PCT 004                 1397                          62                            7                             18                            0                             87                            134                           7                             37                            0                             178                           70                            4                             18                            1                             93                            64                            2                             17                            1                             84                            55                            4                             11                            0                             70                            99                            8                             42                            0                             149                           661                           
HOMER PCT 005                 1145                          61                            1                             4                             0                             66                            119                           5                             22                            1                             147                           48                            6                             12                            0                             66                            72                            3                             17                            0                             92                            35                            2                             15                            0                             52                            94                            6                             23                            0                             123                           546                           
